//Card Title,Card ID,Card Value,Card Type,Card Sub Type,Card Badge,Card Series,Year,Peak,Team,Franchise,LastName,FirstName,NickName,UniformNumber,DayOB,MonthOB,YearOB,Bats,Throws,Position,Pitcher Role,Contact,Gap,Power,Eye,Avoid Ks,BABIP,Contact vL,Gap vL,Power vL,Eye vL,Avoid K vL,BABIP vL,Contact vR,Gap vR,Power vR,Eye vR,Avoid K vR,BABIP vR,GB Hitter Type,FB Hitter Type,BattedBallType,Speed,Steal Rate,Stealing,Baserunning,Sac bunt,Bunt for hit,Stuff,Movement,Control,pHR,pBABIP,Stuff vL,Movement vL,Control vL,pHR vL,pBABIP vL,Stuff vR,Movement vR,Control vR,pHR vR,pBABIP vR,Fastball,Slider,Curveball,Changeup,Cutter,Sinker,Splitter,Forkball,Screwball,Circlechange,Knucklecurve,Knuckleball,Stamina,Hold,GB,Velocity,Arm Slot,Height,Infield Range,Infield Error,Infield Arm,DP,CatcherAbil,CatcherFrame,Catcher Arm,OF Range,OF Error,OF Arm,Pos Rating P,Pos Rating C,Pos Rating 1B,Pos Rating 2B,Pos Rating 3B,Pos Rating SS,Pos Rating LF,Pos Rating CF,Pos Rating RF,LearnC,Learn1B,Learn2B,Learn3B,LearnSS,LearnLF,LearnCF,LearnRF,era,tier,MissionValue,limit,owned,brefid,Buy Order High,Sell Order Low,Last 10 Price,Last 10 Price(VAR),date,
Tim Wakefield Mission - Snapshot SP Marlin Stuart DET 1951,70765,49,7,,,Tim Wakefield Mission,1951,N,Detroit Tigers,DET,Stuart,Marlin,,24,8,8,1918,2,1,1,11,3,4,2,2,1,1,3,3,1,3,1,1,4,5,3,2,2,2,2,1,0,16,5,6,26,25,52,59,76,44,78,73,53,71,40,71,73,64,85,48,91,73,57,0,0,78,0,0,0,0,0,0,0,104,60,111,2,88-90,3,188,25,20,23,23,0,0,0,1,2,9,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,stuarma01,20,33,45,355,2025-03-14,
Snapshot CF Amos Strunk BOS 1918,70890,55,7,,,,1918,N,Boston Red Sox,BOS,Strunk,Amos,Lightning,46,22,1,1889,2,2,8,0,76,114,22,66,123,45,73,107,19,55,125,35,77,116,23,71,123,49,1,1,0,77,86,86,75,98,73,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,33,0,0,0,0,0,0,0,0,0,0,0,1,13,2,90-92,4,183,9,9,8,2,0,0,0,72,104,45,0,0,0,0,0,0,88,59,73,0,0,0,0,0,1,1,1,0,0,1,0,0,strunam01,12,34,30,104,2025-03-14,
MLB 2025 Live SP Marcus Stroman NYY,71844,62,1,,,,2025,N,New York Yankees,NYY,Stroman,Marcus,Stro-Show,0,1,5,1991,1,1,1,11,26,26,5,30,22,31,26,26,5,30,22,31,26,26,5,30,22,31,0,0,0,33,31,28,40,45,7,58,86,77,84,90,56,79,76,78,82,61,92,79,90,96,60,58,47,56,56,62,0,0,0,0,0,0,52,52,2,92-94,3,170,37,30,62,30,0,0,0,20,30,55,81,0,38,20,28,0,18,0,13,0,1,1,1,0,1,0,1,8,1,2,0,0,stromma01,36,63,54,0,2025-03-14,
Rookie Sensation RP John Strohmayer MON 1970,71478,60,3,,,,1970,N,Montreal Expos,WSN,Strohmayer,John,,36,13,10,1946,1,1,1,12,3,3,2,2,1,1,3,3,2,2,1,1,3,3,2,2,1,1,0,1,0,9,4,6,13,30,38,110,52,47,69,19,76,55,38,74,19,151,49,54,65,19,0,0,133,0,0,88,0,0,0,0,0,0,25,72,2,90-92,4,185,24,20,22,23,0,0,0,10,4,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,strohjo01,26,0,62,0,2025-03-14,
Snapshot 3B Joe Stripp BRO 1935,71024,59,7,,,,1935,N,Brooklyn Dodgers,LAD,Stripp,Joe,Jersey Joe,3,3,2,1903,1,1,5,0,87,50,40,50,111,69,88,42,29,54,105,75,87,53,45,49,113,68,0,0,0,54,41,49,41,61,1,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,29,0,0,0,0,0,0,0,0,0,0,0,1,10,2,89-91,4,180,56,67,69,62,0,0,0,10,5,7,0,0,72,0,61,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,stripjo01,6,33,33,0,2025-03-14,
MLB 2025 Live SP Spencer Strider ATL,72247,100,1,,,,2025,N,Atlanta Braves,ATL,Strider,Spencer,,99,28,10,1998,1,1,1,11,12,13,2,11,8,15,13,14,2,12,9,16,12,13,2,11,8,15,0,0,0,13,18,16,6,60,7,124,80,83,80,82,109,75,80,75,75,141,88,85,88,90,149,154,0,128,0,0,0,0,0,0,0,0,55,43,3,97-99,3,183,17,19,54,22,2,2,2,11,16,23,49,0,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,5,200,0,0,stridsp01,0,40043,38622,0,2025-03-14,
Snapshot RP Hunter Strickland SF 2016,70563,84,7,,,,2016,N,San Francisco Giants,SFG,Strickland,Hunter,Strick,60,24,9,1988,1,1,1,12,3,3,2,3,1,1,3,3,2,3,1,1,3,3,2,3,1,1,0,0,0,7,5,6,9,26,31,70,106,69,104,111,55,85,69,80,97,83,122,70,122,123,65,75,0,0,0,0,71,0,0,0,0,0,15,33,3,90-92,3,191,31,20,25,23,0,0,0,9,9,8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,strichu01,1001,1999,2355,0,2025-03-14,
Mets Live 1 - Rookie Sensation RF Darryl Strawberry NYM 1983,72774,81,3,,ME,Mets Live 1,1983,N,New York Mets,,Strawberry,Darryl,,18,12,3,1962,2,2,9,0,61,70,116,86,38,82,59,72,96,69,30,86,62,70,124,95,41,81,0,2,0,65,80,86,72,5,3,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,33,0,0,0,0,0,0,0,0,0,0,0,1,22,2,90-92,3,198,10,1,8,6,0,0,0,69,69,69,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,1,4,3,10,0,0,strawda01,0,0,1550,0,2025-03-14,
MLB 2025 Live RP Hunter Stratton PIT,72501,52,1,,,,2025,N,Pittsburgh Pirates,PIT,Stratton,Hunter,,63,17,11,1996,1,1,1,12,16,16,13,22,18,14,16,16,13,22,19,14,16,16,13,22,18,14,0,0,0,11,6,11,16,83,10,71,69,68,65,79,65,65,67,61,74,75,74,70,68,87,88,72,0,0,74,0,0,0,0,0,0,0,17,53,4,96-98,3,193,28,31,55,18,0,0,5,23,32,14,74,0,56,3,18,0,12,0,0,0,1,1,1,0,1,0,0,8,0,1,0,1,strathu01,11,60,48,0,2025-03-14,
MLB 2025 Live RP Chris Stratton KC,72054,49,1,,,,2025,N,Kansas City Royals,KCR,Stratton,Chris,,35,22,8,1990,1,1,1,12,25,19,5,29,27,26,26,19,5,29,28,26,25,19,5,29,27,26,0,0,0,21,20,17,25,47,25,60,68,64,62,80,59,67,64,62,77,61,69,64,63,83,63,59,57,54,56,0,0,0,0,0,0,0,16,58,2,92-94,3,188,15,19,55,24,0,0,0,0,0,0,47,0,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,1,stratch01,41,68,45,0,2025-03-14,
Marlins Live 1 - Hardware Heroes 2B Dee Strange-Gordon MIA 2015,70328,70,9,,ME,Marlins Live 1,2015,N,Miami Marlins,,Strange-Gordon,Dee,Varis Strange,9,22,4,1988,2,1,4,0,120,75,18,39,109,122,131,69,33,35,108,137,119,77,11,41,110,118,1,2,0,104,107,110,97,73,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59,0,24,0,0,0,0,0,0,0,0,0,1,24,4,97-99,3,180,82,91,52,90,0,0,0,9,3,5,0,0,0,100,0,77,0,0,0,0,0,1,0,1,0,0,0,7,2,5,0,1,gordode01,150,369,367,0,2025-03-14,
MLB 2025 Live RP Matt Strahm PHI,72343,79,1,,,,2025,N,Philadelphia Phillies,PHI,Strahm,Matt,Strahmy,25,12,11,1991,1,2,1,12,25,11,8,25,29,19,26,12,9,26,31,20,25,11,8,25,29,19,0,0,0,19,14,16,26,43,8,99,74,101,54,116,116,87,110,64,135,93,71,98,52,110,113,111,0,0,96,0,0,0,0,0,0,0,17,50,4,94-96,3,191,30,27,39,17,0,0,0,0,0,0,68,0,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,5,0,0,strahma01,606,1086,1086,0,2025-03-14,
MLB 2025 Live LF Kyle Stowers MIA,72289,65,1,,,,2025,N,Miami Marlins,FLA,Stowers,Kyle,,28,2,1,1998,2,2,7,0,64,85,85,74,55,76,61,80,77,69,52,74,66,87,89,76,57,77,2,2,0,68,7,11,50,46,51,1,33,17,11,77,1,42,19,16,95,1,31,17,10,74,28,23,0,0,0,0,0,0,0,0,0,0,16,54,3,88-90,4,188,23,29,51,22,1,1,2,57,61,70,65,0,45,0,0,0,70,32,62,0,1,0,0,0,1,1,1,8,1,2,0,1,stoweky01,48,162,120,0,2025-03-14,
MLB 2025 Live 2B Bryson Stott PHI,72361,65,1,,,,2025,N,Philadelphia Phillies,PHI,Stott,Bryson,,5,6,10,1997,2,1,4,0,78,78,51,75,85,75,76,77,49,74,79,74,80,79,52,76,88,76,2,2,0,84,71,86,79,53,38,1,20,1,1,60,1,19,1,1,56,1,22,1,1,64,9,0,0,0,0,0,0,0,0,0,0,0,1,0,3,80-83,2,191,69,74,72,67,1,1,2,52,55,63,125,0,97,76,72,62,61,22,52,0,1,1,1,1,1,1,1,8,1,2,0,0,stottbr01,90,249,93,0,2025-03-14,
MLB 2025 Live SS Trevor Story BOS,71825,54,1,,,,2025,N,Boston Red Sox,BOS,Story,Trevor,Trev,10,15,11,1992,1,1,6,0,65,83,73,63,59,73,67,85,76,65,61,75,65,82,73,63,59,73,2,2,0,67,74,88,71,50,52,1,21,1,1,62,1,21,1,1,62,1,21,1,1,62,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,75-80,4,188,78,71,70,76,0,0,0,48,49,59,127,0,94,86,74,69,55,14,46,0,1,1,1,1,1,1,1,8,0,1,0,0,storytr01,6,69,54,0,2025-03-14,
Rockies Live 1 - Rookie Sensation SS Trevor Story COL 2016,72708,78,3,,ME,Rockies Live 1,2016,N,Colorado Rockies,,Story,Trevor,Trev,27,15,11,1992,1,1,6,0,66,85,112,72,32,103,71,41,121,97,26,122,65,108,109,66,34,97,0,0,0,98,49,60,99,12,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,0,0,0,0,0,0,0,0,0,0,0,1,16,2,92-94,4,188,89,72,82,80,0,0,0,3,8,4,0,0,0,0,0,82,0,0,0,0,0,0,0,1,0,0,0,7,2,5,0,1,storytr01,0,0,344,0,2025-03-14,
MLB 2025 Live SP Gavin Stone LAD,72622,67,1,,,,2025,N,Los Angeles Dodgers,LAD,Stone,Gavin,,35,15,10,1998,1,1,1,11,15,29,1,14,16,14,16,30,1,15,17,15,15,29,1,14,16,14,0,0,0,14,11,19,12,88,10,66,81,83,77,90,62,77,82,75,83,69,84,84,79,95,76,66,55,63,59,67,0,0,0,0,0,0,54,38,2,95-97,3,185,18,26,57,17,1,1,1,7,22,30,57,0,35,0,7,0,0,0,0,0,1,0,1,0,0,0,0,8,1,2,0,0,stonega01,50,69,61,0,2025-03-14,
Unsung Heroes SS Kevin Stocker PHI 1994,70466,66,8,,,,1994,N,Philadelphia Phillies,PHI,Stocker,Kevin,,19,13,2,1970,3,1,6,0,73,52,18,117,82,64,75,47,11,113,94,61,72,54,21,119,79,66,0,1,0,57,25,58,68,30,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,11,2,89-91,3,185,78,60,75,76,0,0,0,10,9,4,0,0,0,0,0,67,0,0,0,0,0,0,0,1,0,0,0,5,1,2,0,0,stockke01,40,85,74,1626,2025-03-14,
Snapshot 2B Milt Stock BRO 1925,71079,57,7,,,,1925,N,Brooklyn Robins,LAD,Stock,Milt,,4,11,7,1893,1,1,4,0,92,57,20,50,103,79,115,56,11,65,109,111,84,58,23,44,101,73,0,0,0,53,18,80,45,33,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,20,2,89-91,3,173,50,78,42,53,0,0,0,2,7,9,0,0,0,54,45,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,stockmi01,21,51,56,418,2025-03-14,
All-Time Legend SS Kurt Stillwell KC Peak,71396,57,4,,,,1988,Y,Kansas City Royals,KCR,Stillwell,Kurt,,1,4,6,1965,3,1,6,0,69,112,53,76,86,55,64,96,39,83,83,47,71,118,57,75,87,57,1,1,0,55,43,61,51,28,35,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,29,0,0,0,0,0,0,0,0,0,0,0,1,10,2,89-91,4,180,67,61,65,66,0,0,0,3,4,3,0,0,0,69,0,53,0,0,0,0,0,1,0,1,0,0,0,4,0,1,0,0,stillku01,22,77,35,525,2025-03-14,
Complete Live 1 - All-Time Legend SP Dave Stieb TOR Peak,72712,100,4,,ME,Complete Live 1,1984,Y,Toronto Blue Jays,,Stieb,Dave,,37,22,7,1957,1,1,1,11,14,34,25,29,15,13,14,34,25,29,15,13,14,34,25,29,15,13,1,0,0,16,4,6,28,22,5,119,123,102,122,125,114,117,101,119,115,126,128,104,126,133,81,114,76,69,0,113,0,0,0,0,0,0,99,101,2,91-93,4,185,35,39,36,36,0,0,0,1,4,10,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,200,0,0,stiebda01,20001,93000,97500,0,2025-03-14,
Snapshot SP Lefty Stewart SLA 1928,70653,67,7,,,,1928,N,St. Louis Browns,BAL,Stewart,Lefty,,14,23,9,1900,1,2,1,11,15,35,14,33,10,21,15,52,8,33,17,12,16,31,16,34,8,25,0,2,0,9,6,6,12,29,45,34,78,98,81,74,31,85,119,81,94,35,77,91,81,71,40,38,30,35,0,0,0,0,0,0,0,0,65,115,3,89-91,2,178,31,42,32,23,0,0,0,4,7,6,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,stewale01,111,150,115,0,2025-03-14,
Rookie Sensation 3B Ian Stewart COL 2008,71678,68,3,,,,2008,N,Colorado Rockies,COL,Stewart,Ian,,24,5,4,1985,2,1,5,0,72,94,77,76,41,107,92,129,114,58,56,139,67,84,69,82,37,99,2,0,0,51,20,58,62,5,7,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,37,0,0,0,0,0,0,0,0,0,0,0,1,11,2,91-93,3,191,53,58,68,37,0,0,0,8,3,8,0,0,0,46,51,0,0,0,0,0,0,1,1,0,0,0,0,6,1,2,0,0,stewaia01,67,135,137,0,2025-03-14,
MLB 2025 Live RP Brock Stewart MIN,72064,85,1,,,,2025,N,Minnesota Twins,MIN,Stewart,Brock,,61,3,10,1991,2,1,1,12,33,31,18,30,36,33,31,31,17,30,34,32,34,32,19,31,37,34,0,0,0,35,28,38,39,58,45,114,79,66,82,73,101,73,65,75,69,127,86,68,91,76,136,130,0,0,128,0,0,0,0,0,0,0,15,57,4,96-98,3,191,51,51,68,26,1,1,1,13,23,23,100,0,87,37,46,28,0,0,0,0,1,1,1,1,0,0,0,8,3,15,0,0,stewabr01,0,2400,2123,0,2025-03-14,
MLB 2025 Live C Tyler Stephenson CIN,72443,91,1,,,,2025,N,Cincinnati Reds,CIN,Stephenson,Tyler,,37,16,8,1996,1,1,2,0,91,91,78,79,74,106,91,91,78,79,75,106,91,91,78,79,74,106,3,2,0,40,4,16,34,43,28,1,29,1,1,85,1,29,1,1,85,1,29,1,1,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,90-92,3,193,24,32,67,8,59,57,58,46,58,70,71,52,52,0,22,0,56,13,50,1,1,0,1,0,1,1,1,8,4,50,0,0,stephty01,4911,9999,6107,0,2025-03-14,
MLB 2025 Live RP Robert Stephenson LAA,72095,70,1,,,,2025,N,Los Angeles Angels,ANA,Stephenson,Robert,Bob,24,24,2,1993,1,1,1,12,28,15,6,34,24,34,28,15,6,34,25,34,28,15,6,34,24,34,0,0,0,21,15,23,25,51,39,114,54,82,40,83,105,51,82,38,77,123,59,83,44,89,131,128,0,69,124,0,0,0,0,0,0,0,15,65,4,96-98,3,191,16,29,41,33,0,0,0,0,0,0,56,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,5,0,1,stephro01,151,644,331,0,2025-03-14,
Rookie Sensation SP Garrett Stephenson PHI 1997,71563,60,3,,,,1997,N,Philadelphia Phillies,PHI,Stephenson,Garrett,,54,2,1,1972,1,1,1,11,3,4,2,3,1,1,3,4,2,3,1,1,3,4,2,3,1,1,0,0,0,5,4,6,5,27,54,63,85,61,73,110,62,77,56,64,104,64,94,66,84,114,61,63,88,0,62,0,0,0,0,0,0,0,70,71,4,88-90,3,193,32,20,25,23,0,0,0,10,4,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,1,stephga01,26,58,60,450,2025-03-14,
Derek Jeter Mission - Historical All-Star SS Vern Stephens SL3 1943,71264,87,5,,,Derek Jeter Mission,1943,N,St. Louis Browns,BAL,Stephens,Vern,Junior,5,23,10,1920,1,1,6,0,74,75,119,78,53,100,86,97,111,94,69,105,71,70,124,76,47,99,2,2,0,39,18,43,49,21,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,24,2,90-92,3,178,51,65,60,46,0,0,0,49,61,56,0,0,0,0,49,36,0,0,0,0,0,0,1,1,0,0,0,1,3,15,0,0,stephve01,4447,8999,6529,0,2025-03-14,
MLB 2025 Live RP Trevor Stephan CLE,71986,58,1,,,,2025,N,Cleveland Guardians,CLE,Stephan,Trevor,,37,25,11,1995,1,1,1,12,30,15,6,24,36,28,31,15,6,25,37,28,30,15,6,24,36,28,0,0,0,16,11,17,20,38,10,81,64,72,57,79,75,60,71,54,73,90,69,74,60,87,120,96,0,0,0,0,80,0,0,0,0,0,16,58,2,97-99,3,196,25,34,34,23,1,1,1,3,3,3,69,0,57,4,2,0,0,0,0,0,1,1,1,0,0,0,0,8,0,1,0,1,stephtr01,15,43,38,0,2025-03-14,
Rod Carew Mission - Snapshot 2B Rennie Stennett PIT 1977,71067,70,7,,,Rod Carew Mission,1977,N,Pittsburgh Pirates,PIT,Stennett,Rennie,,6,5,4,1949,1,1,4,0,109,53,32,53,124,87,149,54,46,63,150,130,97,53,28,50,117,77,0,0,0,78,89,89,95,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,16,2,90-92,3,180,82,69,61,76,0,0,0,1,7,1,0,0,0,88,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,5,0,0,stennre01,177,698,689,0,2025-03-14,
Snapshot CF Casey Stengel NY1 1923,70893,74,7,,,,1923,N,New York Giants,SFG,Stengel,Casey,The Old Perfessor,50,30,7,1890,2,2,8,0,75,73,82,70,72,78,55,77,54,78,58,54,83,72,97,68,77,89,2,0,0,64,60,72,63,60,5,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,33,0,0,0,0,0,0,0,0,0,0,0,1,1,2,90-92,3,180,5,9,3,10,0,0,0,67,78,57,0,0,0,0,0,0,80,48,68,0,0,0,0,0,0,1,1,1,2,5,0,0,stengca01,201,635,215,1199,2025-03-14,
Brooks Robinson Mission - Snapshot 3B Harry Steinfeldt CIN 1902,71036,58,7,,,Brooks Robinson Mission,1902,N,Cincinnati Reds,CIN,Steinfeldt,Harry,,6,29,9,1875,1,1,5,0,82,75,29,50,89,77,77,44,48,40,98,64,85,86,22,53,87,81,0,2,0,66,72,78,56,43,4,1,3,1,4,1,1,3,1,4,1,1,3,1,4,1,33,0,0,0,0,0,0,0,0,0,0,0,1,6,2,90-92,3,175,96,69,101,101,0,0,0,2,9,7,0,0,0,111,102,97,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,steinha01,20,0,57,11988,2025-03-14,
Rookie Sensation RF Hank Steinbacher CWS 1938,71612,71,3,,,,1938,N,Chicago White Sox,CHW,Steinbacher,Hank,,46,22,3,1913,2,1,9,0,102,75,42,73,108,89,81,58,60,57,86,78,108,81,36,78,115,93,1,2,0,54,25,44,57,22,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,16,2,90-92,4,180,7,1,1,4,0,0,0,56,56,58,0,0,0,0,0,0,64,27,54,0,0,0,0,0,1,1,1,1,2,5,0,0,steinha02,101,380,356,2501,2025-03-14,
Snapshot C Terry Steinbach OAK 1996,71189,68,7,,,,1996,N,Oakland Athletics,,Steinbach,Terry,,36,2,3,1962,1,1,2,0,55,73,108,72,62,49,57,49,87,110,60,56,55,81,115,63,63,47,2,0,0,13,9,6,21,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,24,2,90-92,3,185,6,3,5,9,69,72,56,7,3,4,0,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,2,0,0,steinte01,0,85,59,0,2025-03-14,
Snapshot SP Ed Stein BRO 1893,70762,93,7,,,,1893,N,Brooklyn Grooms,LAD,Stein,Ed,,83,5,9,1869,1,1,1,11,20,27,14,40,20,20,21,28,15,42,21,21,20,27,14,40,20,20,2,2,0,67,80,70,60,4,60,92,99,64,87,124,87,93,64,82,116,97,104,65,91,130,82,93,95,76,0,0,0,0,0,0,0,0,86,64,2,91-93,3,180,28,39,28,17,0,0,0,9,7,10,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,50,0,1,steined01,4600,8500,8991,0,2025-03-14,
MLB 2025 Live LF Spencer Steer CIN,72450,81,1,,,,2025,N,Cincinnati Reds,CIN,Steer,Spencer,,7,7,12,1997,1,1,7,0,75,122,79,92,78,73,77,129,84,95,82,75,74,120,78,91,77,73,0,0,0,68,55,84,67,55,47,1,19,1,1,56,1,18,1,1,54,1,19,1,1,57,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,-,3,180,51,70,61,50,1,1,1,57,57,63,110,0,71,52,53,39,67,30,58,0,1,1,1,1,1,1,1,8,3,10,0,0,steersp01,1588,2749,2434,0,2025-03-14,
MLB 2025 Live SP Justin Steele CHC,72400,89,1,,,,2025,N,Chicago Cubs,CHC,Steele,Justin,,35,11,7,1995,2,2,1,11,27,42,1,4,25,32,27,41,1,4,25,32,28,43,1,5,26,33,0,0,0,5,12,1,2,37,4,70,93,94,93,94,73,98,96,98,99,70,91,93,91,93,0,78,74,73,85,77,0,0,0,0,0,0,53,64,2,93-95,4,188,20,26,44,25,1,1,1,22,14,14,58,0,40,0,0,0,6,0,0,0,1,0,0,0,1,0,0,8,3,15,0,0,steelju01,3108,0,3564,0,2025-03-14,
Historical All-Star C John Stearns NYM 1980,71317,73,5,,,,1980,N,New York Mets,NYM,Stearns,John,Bad Dude,12,21,8,1951,1,1,2,0,84,118,18,86,106,69,76,149,27,100,99,59,89,111,15,81,109,73,2,0,0,43,59,69,62,14,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,17,2,90-92,4,183,31,26,29,31,65,90,60,6,8,5,0,73,46,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2,5,0,0,stearjo01,155,350,469,0,2025-03-14,
Historical All-Star RF Rusty Staub DET 1976,71234,87,5,,,,1976,N,Detroit Tigers,DET,Staub,Rusty,Le Grand Orange,10,1,4,1944,2,1,9,0,100,74,90,110,114,80,87,90,129,81,106,73,104,70,79,121,117,84,2,0,0,19,12,13,16,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,24,2,89-91,3,188,9,3,5,1,0,0,0,42,50,66,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,1,3,3,15,0,0,staubru01,1001,4188,1987,0,2025-03-14,
All-Time Legend CF Jigger Statz CHC Peak,71375,62,4,,,,1923,Y,Chicago Cubs,CHC,Statz,Jigger,,86,20,10,1897,1,1,8,0,69,67,39,63,76,63,77,71,27,74,84,73,66,66,45,60,75,60,0,0,0,61,63,69,58,100,100,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,33,0,0,0,0,0,0,0,0,0,0,0,1,19,2,90-92,3,183,10,9,10,5,0,0,0,97,89,100,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,1,0,1,1,2,0,0,statzji01,40,130,126,1500,2025-03-14,
Snapshot RF Leroy Stanton SEA 1977,70812,71,7,,,,1977,N,Seattle Mariners,SEA,Stanton,Leroy,,36,10,4,1946,1,1,9,0,59,91,109,69,47,74,85,138,130,88,56,123,54,79,103,64,44,62,0,1,0,15,8,6,36,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,0,0,0,0,0,0,0,0,0,0,0,1,9,2,89-91,4,185,10,1,3,2,0,0,0,56,50,79,0,0,0,0,0,0,69,30,63,0,0,0,0,0,1,1,1,3,2,5,0,0,stantle01,210,400,468,0,2025-03-14,
MLB 2025 Live DH Giancarlo Stanton NYY,71855,71,1,,,,2025,N,New York Yankees,,Stanton,Giancarlo,Cruz,27,8,11,1989,1,1,10,0,58,64,115,79,57,61,60,66,127,83,60,63,58,64,112,79,57,61,2,2,0,2,3,6,11,31,53,1,21,1,1,63,1,21,1,1,63,1,21,1,1,63,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,-,3,198,7,9,28,5,0,0,0,33,39,69,18,0,16,0,0,0,37,0,33,0,1,0,0,0,1,0,1,8,2,5,0,0,stantmi03,800,1111,934,0,2025-03-14,
Nolan Ryan Mission - Snapshot C Mike Stanley TEX 1991,71185,64,7,,,Nolan Ryan Mission,1991,N,Texas Rangers,TEX,Stanley,Mike,,5,25,6,1963,1,1,2,0,70,100,34,109,55,88,78,118,82,125,64,98,68,94,11,105,53,85,2,1,0,11,4,6,18,55,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,0,0,0,0,0,0,0,0,0,0,0,1,7,2,90-92,4,185,62,55,75,39,44,66,59,4,1,9,0,50,81,0,58,0,0,0,0,1,1,0,0,0,0,0,0,4,1,2,0,0,stanlmi02,77,199,109,7676,2025-03-14,
Historical All-Star 2B Eddie Stanky NY1 1950,71298,98,5,,,,1950,N,New York Giants,SFG,Stanky,Eddie,The Brat,12,3,9,1915,1,1,4,0,87,55,39,151,85,86,120,58,36,124,108,122,78,55,41,160,79,77,0,2,0,57,39,53,68,28,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,29,0,14,2,0,0,0,0,0,0,0,0,1,12,2,89-91,4,173,100,63,75,91,0,0,0,3,3,6,0,0,0,108,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,75,0,0,stanked01,5000,9434,7382,0,2025-03-14,
Snapshot SP Don Stanhouse MON 1977,70683,53,7,,,,1977,N,Montreal Expos,WSN,Stanhouse,Don,,26,12,2,1951,1,1,1,11,3,2,2,2,1,1,4,1,1,1,3,1,3,3,3,3,1,1,1,0,0,10,4,6,15,24,29,65,86,38,75,109,47,79,37,76,85,78,92,40,74,128,67,70,0,81,0,0,0,0,0,0,0,0,54,77,2,89-91,2,188,28,26,25,23,0,0,0,2,8,7,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,stanhdo01,6,0,43,351,2025-03-14,
